X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
-1.372144846,0.547311402,-0.148283016,-1.097195856,-0.372401801,-0.815465432,0.737911091,-0.025170642,-1.668145552,0.105015033,-0.114656494,-1.8444152,1.349108576,0.29734297,1.258397893,1.254416015,1.502750704,0.104644049,0.711848525,-0.617548047,-0.021887664,-1.178923227,-1.196339696,-1.486950334,1.839402457,0.498802212,1.051817277,-0.68273797,-2.240864643,0.551208501,-1.26075382,0.736299134,0.19083676,0.490539597,0.214538737,0.119104032,0.70288839,-0.295346228,-0.650123927,0.48411364,-0.288374426,-1.104427092,-0.53218826,0.578697367,-0.436033981,-0.174666669,0.083123033,1,0.977471304,-1.321278531,0.544525378,NA,0.175842297,-0.114818172,2.039690105,-1.153208114,-0.684160011,-0.454531692,-2.652930533,0.315559864,1.134410252,1.469938716,0.498974865,0.130294042,-0.24689413,0.400203795,0.376105536,-0.386201754,-1.219709865,-1.764102823,0.3469141,-0.052491922,-1.61822013,-0.288687368,-1.5797827,0.910543721,-2.442995498,0.072702405,0.617293916,1.482357794,0.508563172,0.257410936,-0.120025774,-0.395772036,0.280945601,-0.735126664,-0.677004058,0.026983384,0.232381848,2.384604203,0.938112547,1.111188577,-0.945878951,-0.750996031,-0.270896681,0.81681087,0.230604724,-1.16413708,0.360676586,-0.240553766
1.1518369,-0.641758098,-0.538573215,-0.491070617,-0.794780223,0.570210331,0.472481103,0.709347594,1.896827553,-0.039977686,1.059402294,-0.944906944,-0.695012911,-0.641708277,0.232496262,1.417290008,-0.220150192,-1.388931175,-0.425599403,-1.816955475,-0.522069048,0.327954696,-0.688832676,0.792955118,-1.469570067,-1.773797682,-1.113934214,0.860260548,1.027859231,-0.724550372,1.041355351,-0.048474571,-0.334210919,-0.027716854,-1.091511545,0.455070509,-1.084175904,-0.547644604,-0.187181223,-0.557026251,0.73687252,-0.34063392,0.239273197,-0.135370142,0.201480411,-0.075910704,0.07358929,1,0.926460703,-0.764576222,0.929147712,-1.991210582,1.683837707,1.676330013,0.613189004,-0.722114336,-2.025097654,1.156273593,0.8347198,-1.990041902,-0.733457473,1.0647847,-1.03510269,-0.948606903,1.583875258,0.768075567,-0.717531098,0.02764159,0.226730434,-0.363336771,0.031912527,-1.531006492,-0.292303207,-2.365308086,-0.694565945,0.098920728,0.031992756,-1.057126771,-0.275212275,-0.101173271,1.000519193,0.544694954,2.368873169,0.878269178,0.080227367,-0.027408637,-1.789063384,1.324784435,-0.242701588,-1.675240054,-0.298550958,-0.55522085,-1.239044956,1.440147709,1.044999937,-1.339435119,-0.317125123,-1.008848995,0.896221784,-1.29062003
-0.00120427,-1.242209348,-0.181907874,1.458261302,0.151852772,-0.877703438,-0.030120889,0.867760884,1.940640073,0.742136858,-0.35882104,-0.448207436,-0.851434879,-0.57552255,-1.526603503,-0.980424751,0.24453141,0.692000422,1.792250592,-1.633685507,1.813738128,0.529468138,0.478302737,1.685634247,1.088128667,-1.028191976,-0.750819007,1.944724182,1.053651272,0.737491313,-0.26706334,0.177164306,-0.167430009,1.213872483,0.361806116,-1.140204583,0.156501792,-1.879735966,-0.731235967,0.575108967,1.13900836,0.577473174,2.596687639,0.250772428,0.099451028,-1.0219822,0.938099969,0,1.6669805,0.545007126,-0.532031459,NA,-0.141891295,-0.024648386,-0.402454284,0.840209861,0.290767527,0.051528692,-0.307129246,1.198194892,0.95594533,0.690327173,-0.594351291,-0.120868294,-0.469096828,-1.423142086,-2.433328679,-1.377008743,-0.760762247,0.98384818,0.035164665,-0.800842098,-0.195259523,-1.45637833,2.460001733,0.087188096,-0.590425371,1.026863898,0.470823332,-0.621499804,0.938413987,0.748291865,0.091780675,0.417070923,1.12777088,0.227389383,0.148958538,-0.353597117,-0.954184562,0.716069912,-0.006758547,0.548871361,-1.869620706,-0.478002226,2.340492476,-0.04289768,-0.231485019,0.085944655,0.944161579,-1.295958864
-0.05422351,-0.779709118,0.73475018,-1.030568498,-1.348943871,-0.125498198,-1.250372767,0.055249186,-1.112349116,0.288008215,2.002176431,-0.461756046,-1.916096826,0.740591577,-0.564461988,0.645223715,-0.778176804,-1.590808055,-0.995209336,0.423794066,0.937868967,-2.644751277,0.862603717,-1.307229614,-0.023661353,-0.609018755,0.233543824,0.29000226,-1.134902245,-0.180216562,-0.738664323,2.23061679,-1.352690717,0.51281215,0.877697097,-0.603562012,0.477640229,0.009449594,0.969643725,-0.311797426,-0.956579321,-0.607716298,0.259135834,1.090564635,0.348585764,0.412347628,-0.343343824,0,-1.09767142,0.578214096,-0.402709754,NA,0.657750397,-1.801210859,-0.898696193,1.843027304,-0.382441795,0.0405333,0.154892909,-0.403375149,0.695215833,-0.077315602,0.91442396,0.432693342,-0.434612237,1.052904087,0.751738643,1.385072067,-1.284328275,0.548725083,-1.035342939,1.450214408,-0.612558194,-0.242213747,-0.142477239,-0.708733898,-0.569789803,0.030281055,-1.129173567,1.549477936,-0.114689757,0.131054543,-0.249067266,-0.803354719,-0.202247838,-0.102399367,-0.80785028,0.112548897,-0.552975465,-2.284144203,-0.933036304,-0.393870416,-1.378350573,0.180534054,1.627339145,-1.122451587,-0.743371803,-1.970490821,-0.016029027,0.339694575
0.961191011,-1.28761309,0.400363575,-1.011709602,0.754936729,0.278215164,1.055125628,1.683043157,-0.192988194,-0.393626186,-0.761351754,0.778128958,-1.275884903,-0.606018526,0.500033732,-0.701458997,0.688963724,0.844452717,-0.150230503,-0.146185466,-1.070783475,0.33616562,-1.078960672,-0.226858305,0.131765257,1.330938273,0.204795779,-0.55472337,-2.806099872,-0.730376125,-0.716921363,-0.219104808,-0.372383915,-1.751048213,-4.182083058,-1.035489335,0.202557393,0.217429164,-0.27654089,-0.446332166,1.003768384,-1.704895847,0.503172642,-1.44470865,-0.301053229,0.618782274,0.592546636,0,-2.580324196,-0.196134229,0.64259009,NA,1.37846908,1.57121204,0.389064386,1.582464095,-2.768526045,1.617587036,-0.418877553,-0.231166017,0.515428547,1.011542229,-0.316895988,-0.356586769,-0.534616579,0.740692042,-1.473183539,0.243976316,-0.728153309,-1.219742082,0.004252475,0.577041855,-0.421642779,-1.655412125,0.747607789,0.21812732,0.58794002,-1.158958183,0.158488794,1.44989957,0.414056457,-0.062324611,0.35584886,-0.258895137,0.628255157,-2.050264525,-1.543159081,-1.274821697,-1.891750927,0.994556287,-1.44541582,-0.706740448,-2.093970256,0.802092323,-0.490666316,0.181314537,0.76970353,0.061350706,-0.498067881,-0.171999352
-0.228064494,0.257741927,0.512908016,0.384910565,-0.120657211,-1.974239085,-0.00826719,1.680738003,-0.276356548,-0.664846067,-0.139630741,2.284077745,1.473421697,-0.362901624,-0.147589348,-0.009018886,0.858776527,0.657898655,0.035725825,2.126626937,-0.51056384,-0.579358165,-0.743397193,-0.379655734,0.400803574,-1.239648928,0.072163579,1.234195278,0.464850113,-1.209952262,-1.887812351,0.722761243,1.455570045,0.13845878,0.806156767,-1.913590435,0.836746229,0.380368679,0.359367497,-1.059564254,-1.004550697,0.379900907,-2.047589495,0.982433511,1.436788493,0.621810556,-0.701038936,0,-0.166864996,0.833955861,-0.632773353,NA,-2.196364327,0.346671047,0.056578059,0.646858956,0.085836648,0.142327355,-1.707948056,0.491020698,1.572192242,0.874177317,-0.717778595,-0.529565597,1.197195901,-0.331467098,1.391320492,-0.368508077,0.930011861,-1.748788337,-0.590215964,0.366657558,-0.777898461,0.525850531,1.193383397,0.685663759,0.901950828,-0.107597395,1.164789339,-0.407383548,0.336624791,0.739625962,0.562362546,-0.250719837,-0.620311719,0.349318899,0.194556271,-0.461259744,-0.379133419,-1.920752204,-1.972029927,-0.217715628,-0.73257149,-0.179655188,0.871389281,-2.17233434,-1.633103791,1.596588754,-0.494847855,-0.413996693
-0.700375191,0.267944972,-0.092037343,0.892987705,-0.617286253,-0.181821016,-1.268412084,0.287404964,0.013180998,-0.440500576,-1.101714088,-1.574083086,2.784594057,0.41748677,0.104724959,0.67312022,-0.26284738,0.384153928,0.766959492,-2.565630175,0.034512563,-0.303396452,0.34723436,0.308199275,1.134141149,-1.796127158,1.114887637,-0.806616435,0.07992506,-1.856145446,-0.513867171,0.777568034,1.450457355,1.282766161,-0.113187503,0.240084277,-0.00565176,0.255293566,-0.898265947,-1.705881736,-1.208819053,1.439575561,-0.120321121,0.137808834,2.286754459,1.527171896,-0.445571613,0,-0.773955372,2.143972802,-0.924032955,0.391661789,-0.030968936,2.528135516,-0.465704294,-0.242341218,0.036802859,-0.106088105,0.906233946,1.319307595,-0.459292917,0.074444909,-0.227778417,0.742609772,2.219706566,0.221049383,-0.170064042,-1.104524515,1.989876455,-0.690266401,2.154263406,-0.658687851,2.313385056,-0.869465421,-1.318092888,-0.5634759,-2.276203373,1.396509408,-1.001720975,-0.101373314,1.269671592,-0.156142043,-1.269586111,0.776447282,0.551207286,0.344198977,1.456498109,-0.939344687,-1.513541446,-1.228701535,-1.65134065,1.545198266,0.114736965,-0.558573052,0.285841476,-0.024468452,1.231447711,-0.16135505,-0.234839255,-1.187517868
-0.62979785,-0.37358961,-0.787285109,1.180207495,-0.122006528,0.416643378,0.582705137,2.156835027,0.139050523,0.944271094,1.079818855,-0.055677591,-0.933600639,-1.080949391,-0.715866773,0.499752839,-0.623869953,-0.541199289,-0.223188361,0.149481326,2.426481111,1.945617199,-1.019983925,0.340632301,2.593426396,-0.363962305,-0.4837251,0.860276727,1.116104988,0.372205707,0.394105735,0.527078084,1.207498295,0.361174443,-1.614312673,-0.733292293,-1.69480544,-0.80090692,-1.155983699,0.336399432,0.341093548,0.260792261,-1.232696187,-0.75126537,0.840644241,-0.143304531,-0.739976838,0,-1.171099554,0.049584437,-1.700223889,NA,0.537768874,0.654725916,-0.520073127,-0.409459161,0.500790465,1.148019406,0.432522034,-1.008244967,0.384539324,1.494226669,0.992981833,-0.320888334,-1.047405495,-0.342438884,0.46552549,-0.356372355,1.42475168,1.301059116,-0.354105572,-0.50518328,-0.189335678,1.064300973,-0.751979232,-1.051211333,-0.749147318,-1.51259204,1.948147812,1.423563503,0.441186329,-0.014227772,1.148885932,0.842519827,-0.621838361,-1.382375076,0.821105592,0.437516399,1.478743817,-1.804004833,0.047254574,0.581803884,0.03534649,0.676844228,-0.735184822,1.626172036,-0.728078312,0.567417143,0.735948058,0.332613691
-0.170935875,-0.724737537,-0.763151785,-0.039104954,-0.509251113,-1.759662734,1.695315638,-0.559303002,-0.14562716,0.433037724,-0.384829275,-0.731110181,-0.18536947,-0.074360051,0.900423183,-0.200557511,0.910862031,-1.380194237,1.443280891,-1.084560396,0.716125615,0.454970613,0.997334163,-0.035787779,-1.008416566,1.774612642,1.385175426,-0.772982431,1.090377739,0.736092892,0.685311429,1.241758864,-0.645722999,-0.891766507,0.531309072,1.285169694,-1.168301573,0.807666862,-1.69950341,0.660114967,0.082433151,-0.350357264,-1.084490935,-0.620242468,0.78464688,2.087545193,-2.392345134,0,-2.038602838,-0.653368098,-0.666969178,NA,-0.715063251,-0.66328468,-0.244443541,0.638019943,0.90517475,0.341913685,-0.543844582,-0.105768774,0.461922387,-0.631870235,-1.693518243,-1.218920615,-1.201841455,-0.916246268,1.64755203,-0.514799776,-0.637561404,-0.008618657,0.680948086,-0.390418034,0.735978346,0.458677713,-1.103940134,-1.618630094,0.037094039,-1.422552255,0.48257486,2.02571879,0.425071862,0.368337009,0.93370741,-0.17455335,0.681649171,-0.099085105,-0.042862691,0.438374553,1.294698679,-0.297717993,-0.952440892,1.162972316,-0.27091069,0.38894532,-2.533061879,0.974213734,0.064917115,-1.211878756,-1.200727435,1.367901374
-2.324163785,0.208975939,0.635035083,0.196219017,1.667469532,-0.996071997,2.328559983,1.947226917,-0.111245548,-2.083437415,0.567082619,0.205397701,-0.421651995,0.174280668,-0.515477699,1.012390572,-0.217813473,0.209151933,0.436046137,-0.635910533,1.552296852,-0.08954185,-0.118554159,-0.538667436,-0.075882558,-0.88721937,-0.351858066,0.733331549,0.538266888,0.3529769,-0.899719196,-1.311423283,1.540326479,2.515811531,1.000829563,0.820831009,-0.950847113,0.422131153,-1.424627376,0.330505433,-0.643299443,-1.340092912,-0.964363818,-0.447678166,1.277536664,1.017663039,0.268669497,0,1.552275775,-1.19725431,-1.491283844,NA,1.815484105,0.252420499,0.374936951,0.958329678,0.838144691,-1.970990074,0.018506111,-0.279369452,0.266786113,0.049301771,0.697392613,-0.74853012,0.358444933,-0.413829242,0.746575107,-0.316705695,1.183989857,-0.126587219,0.937810094,-0.178563134,0.177260312,1.084056572,-0.049045971,-1.346715148,-0.385471696,0.200766881,1.599613031,1.075706932,0.809056598,-0.296158471,0.061718469,-2.282724575,0.428910633,-0.060026482,-1.235687498,0.03920042,1.259561153,0.96290242,-1.288895107,0.39355402,0.455158508,0.590134624,1.548232502,1.512311073,-1.822489556,-1.225737705,-1.526147493,1.215396622
